chrBase	chr	base	strand	coverage	freqC	freqT
chr21.16023947	chr21	16023947	R	41	0.00	100.00
chr21.16024029	chr21	16024029	R	12	0.00	100.00
chr21.16024559	chr21	16024559	F	42	0.00	100.00
chr21.16024651	chr21	16024651	F	27	0.00	100.00
chr21.16024338	chr21	16024338	F	26	0.00	100.00
chr21.16023917	chr21	16023917	R	33	0.00	100.00
chr21.16023880	chr21	16023880	F	15	0.00	100.00
chr21.16024331	chr21	16024331	F	27	0.00	100.00
chr21.16024648	chr21	16024648	F	27	3.70	96.30
chr21.16024293	chr21	16024293	R	33	0.00	100.00
chr21.16024576	chr21	16024576	F	40	0.00	100.00
chr21.16023910	chr21	16023910	F	16	0.00	100.00
chr21.16024693	chr21	16024693	F	16	0.00	100.00
chr21.16024275	chr21	16024275	F	29	0.00	100.00
chr21.16024443	chr21	16024443	F	29	0.00	100.00
chr21.16024259	chr21	16024259	F	30	0.00	100.00
chr21.16024547	chr21	16024547	F	40	0.00	100.00
chr21.16024317	chr21	16024317	F	27	0.00	100.00
chr21.16023996	chr21	16023996	R	17	0.00	100.00
chr21.16024252	chr21	16024252	F	29	0.00	100.00
chr21.16024276	chr21	16024276	R	33	0.00	100.00
chr21.16024456	chr21	16024456	F	28	0.00	100.00
chr21.16024325	chr21	16024325	F	26	0.00	100.00
chr21.16024262	chr21	16024262	F	30	0.00	100.00
chr21.16023871	chr21	16023871	R	16	0.00	100.00
chr21.16024346	chr21	16024346	F	22	0.00	100.00
chr21.16024553	chr21	16024553	F	42	0.00	100.00
chr21.16023775	chr21	16023775	F	61	0.00	100.00
chr21.16024619	chr21	16024619	R	17	0.00	100.00
chr21.16024571	chr21	16024571	F	42	0.00	100.00
chr21.16024176	chr21	16024176	F	10	0.00	100.00
chr21.16024245	chr21	16024245	R	32	0.00	100.00
chr21.16024574	chr21	16024574	F	42	0.00	100.00
chr21.16024009	chr21	16024009	F	13	0.00	100.00
chr21.16024512	chr21	16024512	R	30	0.00	100.00
chr21.16023932	chr21	16023932	R	41	2.44	97.56
chr21.16024670	chr21	16024670	F	27	0.00	100.00
chr21.16023919	chr21	16023919	F	16	0.00	100.00
chr21.16024399	chr21	16024399	R	26	0.00	100.00
chr21.16023859	chr21	16023859	R	16	0.00	100.00
chr21.16023922	chr21	16023922	R	31	0.00	100.00
chr21.16023965	chr21	16023965	F	22	0.00	100.00
chr21.16023900	chr21	16023900	F	16	0.00	100.00
chr21.16024028	chr21	16024028	F	12	0.00	100.00
chr21.16023921	chr21	16023921	F	16	0.00	100.00
chr21.16024277	chr21	16024277	F	28	0.00	100.00
chr21.16024565	chr21	16024565	F	41	0.00	100.00
chr21.16024421	chr21	16024421	R	41	0.00	100.00
chr21.16023980	chr21	16023980	F	27	0.00	100.00
chr21.16024255	chr21	16024255	R	32	0.00	100.00
chr21.16024335	chr21	16024335	F	25	0.00	100.00
chr21.16023998	chr21	16023998	R	15	0.00	100.00
chr21.16023997	chr21	16023997	F	27	0.00	100.00
chr21.16024437	chr21	16024437	F	29	0.00	100.00
chr21.16024322	chr21	16024322	F	26	0.00	100.00
chr21.16024562	chr21	16024562	F	42	0.00	100.00
chr21.16024525	chr21	16024525	R	30	0.00	100.00
chr21.16024278	chr21	16024278	R	32	0.00	100.00
chr21.16024260	chr21	16024260	R	32	0.00	100.00
chr21.16023940	chr21	16023940	R	41	0.00	100.00
chr21.16024248	chr21	16024248	F	29	0.00	100.00
chr21.16024688	chr21	16024688	F	25	0.00	100.00
chr21.16024022	chr21	16024022	F	25	0.00	100.00
chr21.16024488	chr21	16024488	R	25	0.00	100.00
chr21.16023986	chr21	16023986	F	27	0.00	100.00
chr21.16024428	chr21	16024428	R	43	0.00	100.00
chr21.16024099	chr21	16024099	F	11	0.00	100.00
chr21.16024023	chr21	16024023	R	17	0.00	100.00
chr21.16023758	chr21	16023758	F	62	6.45	93.55
chr21.16023971	chr21	16023971	F	23	0.00	100.00
chr21.16024479	chr21	16024479	R	26	0.00	100.00
chr21.16023901	chr21	16023901	R	36	2.78	97.22
chr21.16024073	chr21	16024073	F	11	0.00	100.00
chr21.16024427	chr21	16024427	F	29	3.45	96.55
chr21.16023891	chr21	16023891	F	15	0.00	100.00
chr21.16024267	chr21	16024267	R	33	0.00	100.00
chr21.16024698	chr21	16024698	R	12	0.00	100.00
chr21.16024286	chr21	16024286	R	33	0.00	100.00
chr21.16024361	chr21	16024361	F	23	0.00	100.00
chr21.16024010	chr21	16024010	R	17	0.00	100.00
chr21.16024169	chr21	16024169	R	12	0.00	100.00
chr21.16024649	chr21	16024649	R	21	0.00	100.00
chr21.16024412	chr21	16024412	R	43	0.00	100.00
chr21.16024602	chr21	16024602	R	16	0.00	100.00
chr21.16024697	chr21	16024697	F	17	0.00	100.00
chr21.16023920	chr21	16023920	R	27	0.00	100.00
chr21.16024230	chr21	16024230	F	30	0.00	100.00
chr21.16024543	chr21	16024543	F	42	0.00	100.00
chr21.16024266	chr21	16024266	F	30	0.00	100.00
chr21.16024351	chr21	16024351	F	26	0.00	100.00
chr21.16024249	chr21	16024249	R	33	0.00	100.00
chr21.16024419	chr21	16024419	R	43	0.00	100.00
chr21.16024462	chr21	16024462	F	13	0.00	100.00
chr21.16023995	chr21	16023995	F	27	0.00	100.00
chr21.16024402	chr21	16024402	R	30	0.00	100.00
chr21.16024263	chr21	16024263	R	32	0.00	100.00
chr21.16024184	chr21	16024184	F	10	0.00	100.00
chr21.16024622	chr21	16024622	R	16	0.00	100.00
chr21.16024510	chr21	16024510	R	30	0.00	100.00
chr21.16024253	chr21	16024253	R	33	0.00	100.00
chr21.16023765	chr21	16023765	F	62	0.00	100.00
chr21.16023946	chr21	16023946	F	23	0.00	100.00
chr21.16024194	chr21	16024194	R	27	0.00	100.00
chr21.16024041	chr21	16024041	R	17	0.00	100.00
chr21.16023893	chr21	16023893	F	16	0.00	100.00
chr21.16024674	chr21	16024674	R	12	0.00	100.00
chr21.16024445	chr21	16024445	F	29	0.00	100.00
chr21.16024502	chr21	16024502	R	30	0.00	100.00
chr21.16024556	chr21	16024556	F	42	0.00	100.00
chr21.16024037	chr21	16024037	R	17	0.00	100.00
chr21.16024224	chr21	16024224	R	27	0.00	100.00
chr21.16024673	chr21	16024673	F	24	0.00	100.00
chr21.16024589	chr21	16024589	F	36	0.00	100.00
chr21.16024327	chr21	16024327	F	27	0.00	100.00
chr21.16024431	chr21	16024431	F	29	0.00	100.00
chr21.16024070	chr21	16024070	F	11	0.00	100.00
chr21.16024410	chr21	16024410	R	43	2.33	97.67
chr21.16024485	chr21	16024485	R	27	0.00	100.00
chr21.16024391	chr21	16024391	R	42	0.00	100.00
chr21.16023916	chr21	16023916	F	16	0.00	100.00
chr21.16024617	chr21	16024617	R	16	0.00	100.00
chr21.16024034	chr21	16024034	R	16	0.00	93.75
chr21.16023881	chr21	16023881	R	16	0.00	100.00
chr21.16024394	chr21	16024394	R	38	0.00	100.00
chr21.16033213	chr21	16033213	R	24	79.17	20.83
chr21.16033099	chr21	16033099	F	12	100.00	0.00
chr21.16076527	chr21	16076527	R	31	100.00	0.00
chr21.16076355	chr21	16076355	F	49	100.00	0.00
chr21.16076341	chr21	16076341	F	50	100.00	0.00
chr21.16078036	chr21	16078036	R	23	100.00	0.00
chr21.16127065	chr21	16127065	R	32	100.00	0.00
chr21.16167809	chr21	16167809	R	17	100.00	0.00
chr21.16167845	chr21	16167845	R	18	100.00	0.00
chr21.16167808	chr21	16167808	F	23	95.65	4.35
chr21.16167784	chr21	16167784	F	24	100.00	0.00
chr21.16202301	chr21	16202301	F	17	100.00	0.00
chr21.16202432	chr21	16202432	F	89	100.00	0.00
chr21.16202577	chr21	16202577	R	25	100.00	0.00
chr21.16241987	chr21	16241987	R	21	100.00	0.00
chr21.16242036	chr21	16242036	R	24	12.50	87.50
chr21.16242033	chr21	16242033	R	24	45.83	54.17
chr21.16291204	chr21	16291204	F	23	100.00	0.00
chr21.16291220	chr21	16291220	F	19	100.00	0.00
chr21.16291208	chr21	16291208	F	23	100.00	0.00
chr21.16356184	chr21	16356184	R	52	100.00	0.00
chr21.16356188	chr21	16356188	R	52	100.00	0.00
chr21.16356326	chr21	16356326	R	16	100.00	0.00
chr21.16439628	chr21	16439628	R	14	100.00	0.00
chr21.16439536	chr21	16439536	F	23	100.00	0.00
chr21.16454615	chr21	16454615	F	32	100.00	0.00
chr21.16454628	chr21	16454628	R	18	100.00	0.00
chr21.16454650	chr21	16454650	R	19	100.00	0.00
chr21.16454616	chr21	16454616	R	18	94.44	5.56
chr21.16454568	chr21	16454568	F	35	100.00	0.00
chr21.16496634	chr21	16496634	F	42	100.00	0.00
chr21.16496601	chr21	16496601	F	43	100.00	0.00
chr21.16541916	chr21	16541916	F	26	76.92	23.08
chr21.16541926	chr21	16541926	F	26	100.00	0.00
chr21.16541910	chr21	16541910	F	26	96.15	3.85
chr21.16541914	chr21	16541914	F	26	100.00	0.00
chr21.16541957	chr21	16541957	F	25	100.00	0.00
chr21.16595363	chr21	16595363	F	16	93.75	6.25
chr21.16612349	chr21	16612349	F	33	100.00	0.00
chr21.16620605	chr21	16620605	F	20	100.00	0.00
chr21.16620620	chr21	16620620	F	20	100.00	0.00
chr21.16650780	chr21	16650780	R	20	90.00	10.00
chr21.16650592	chr21	16650592	F	11	100.00	0.00
chr21.16650774	chr21	16650774	R	20	100.00	0.00
chr21.16650630	chr21	16650630	F	11	90.91	9.09
chr21.16650606	chr21	16650606	F	11	100.00	0.00
chr21.16680447	chr21	16680447	R	21	100.00	0.00
chr21.16680449	chr21	16680449	R	21	100.00	0.00
chr21.16680437	chr21	16680437	R	21	100.00	0.00
chr21.16680453	chr21	16680453	R	21	100.00	0.00
chr21.16713421	chr21	16713421	F	29	89.66	10.34
chr21.16713387	chr21	16713387	F	31	61.29	38.71
chr21.16713423	chr21	16713423	F	29	79.31	20.69
chr21.16713466	chr21	16713466	R	23	100.00	0.00
chr21.16788163	chr21	16788163	R	23	100.00	0.00
chr21.16788196	chr21	16788196	R	25	100.00	0.00
chr21.16849374	chr21	16849374	F	15	100.00	0.00
chr21.16849242	chr21	16849242	F	23	100.00	0.00
chr21.16849238	chr21	16849238	F	23	100.00	0.00
chr21.16849244	chr21	16849244	F	23	100.00	0.00
chr21.16852289	chr21	16852289	F	14	100.00	0.00
chr21.16857752	chr21	16857752	F	27	100.00	0.00
chr21.16858315	chr21	16858315	R	12	100.00	0.00
chr21.16858350	chr21	16858350	R	12	100.00	0.00
chr21.16858305	chr21	16858305	R	11	100.00	0.00
chr21.16858304	chr21	16858304	F	13	100.00	0.00
chr21.16858314	chr21	16858314	F	12	100.00	0.00
chr21.16858349	chr21	16858349	F	11	0.00	100.00
chr21.16858301	chr21	16858301	R	11	0.00	100.00
chr21.16858300	chr21	16858300	F	13	100.00	0.00
chr21.16858317	chr21	16858317	R	12	91.67	8.33
chr21.16858316	chr21	16858316	F	13	100.00	0.00
chr21.16869860	chr21	16869860	F	69	97.10	2.90
chr21.16869844	chr21	16869844	F	70	94.29	5.71
chr21.16870006	chr21	16870006	R	14	100.00	0.00
chr21.16869890	chr21	16869890	F	62	96.77	3.23
chr21.16869986	chr21	16869986	R	13	100.00	0.00
chr21.16882388	chr21	16882388	F	28	92.86	7.14
chr21.16882403	chr21	16882403	F	25	100.00	0.00
chr21.16882456	chr21	16882456	R	20	100.00	0.00
chr21.16882490	chr21	16882490	R	21	100.00	0.00
chr21.16882355	chr21	16882355	F	28	92.86	7.14
chr21.16932730	chr21	16932730	R	13	100.00	0.00
chr21.16932700	chr21	16932700	R	11	100.00	0.00
chr21.16932760	chr21	16932760	R	25	100.00	0.00
chr21.16954558	chr21	16954558	F	16	100.00	0.00
chr21.16954514	chr21	16954514	F	16	100.00	0.00
chr21.16954518	chr21	16954518	F	16	75.00	25.00
chr21.16954530	chr21	16954530	F	16	100.00	0.00
chr21.16962171	chr21	16962171	R	10	100.00	0.00
chr21.16962195	chr21	16962195	R	11	100.00	0.00
chr21.16962209	chr21	16962209	R	11	100.00	0.00
chr21.17043317	chr21	17043317	R	29	100.00	0.00
chr21.17043325	chr21	17043325	R	27	77.78	22.22
chr21.17043261	chr21	17043261	F	25	96.00	4.00
chr21.17043329	chr21	17043329	R	29	100.00	0.00
chr21.17043269	chr21	17043269	F	25	100.00	0.00
chr21.17058889	chr21	17058889	F	52	100.00	0.00
chr21.17058930	chr21	17058930	F	47	100.00	0.00
chr21.17208072	chr21	17208072	F	30	93.33	6.67
chr21.17209044	chr21	17209044	R	32	100.00	0.00
chr21.17212172	chr21	17212172	R	21	90.48	9.52
chr21.17212233	chr21	17212233	R	21	95.24	4.76
chr21.17212245	chr21	17212245	R	21	100.00	0.00
chr21.17228420	chr21	17228420	F	24	100.00	0.00
chr21.17341407	chr21	17341407	R	57	94.74	5.26
chr21.17385151	chr21	17385151	R	456	87.28	12.72
chr21.17419460	chr21	17419460	R	33	87.88	12.12
chr21.17419551	chr21	17419551	R	36	97.22	2.78
chr21.17426568	chr21	17426568	R	35	97.14	2.86
chr21.17426512	chr21	17426512	F	22	86.36	13.64
chr21.17426574	chr21	17426574	R	35	100.00	0.00
chr21.17511088	chr21	17511088	F	21	100.00	0.00
chr21.17511073	chr21	17511073	F	22	100.00	0.00
chr21.17511093	chr21	17511093	F	20	95.00	5.00
chr21.17511179	chr21	17511179	R	11	100.00	0.00
chr21.17534475	chr21	17534475	R	12	100.00	0.00
chr21.17534462	chr21	17534462	R	12	100.00	0.00
chr21.17644565	chr21	17644565	R	27	96.30	3.70
chr21.17646773	chr21	17646773	F	33	100.00	0.00
chr21.17646785	chr21	17646785	F	33	96.97	3.03
chr21.17655337	chr21	17655337	R	17	100.00	0.00
chr21.17655270	chr21	17655270	F	25	100.00	0.00
chr21.17655355	chr21	17655355	R	17	88.24	11.76
chr21.17655352	chr21	17655352	R	17	100.00	0.00
chr21.17655329	chr21	17655329	R	17	76.47	23.53
chr21.17698717	chr21	17698717	F	16	93.75	6.25
chr21.17698696	chr21	17698696	F	16	100.00	0.00
chr21.17704561	chr21	17704561	F	25	0.00	100.00
chr21.17704562	chr21	17704562	R	20	100.00	0.00
chr21.17704520	chr21	17704520	R	20	95.00	5.00
chr21.17704513	chr21	17704513	R	17	0.00	100.00
chr21.17704512	chr21	17704512	F	26	100.00	0.00
chr21.17704519	chr21	17704519	F	26	100.00	0.00
chr21.17719707	chr21	17719707	R	24	100.00	0.00
chr21.17719706	chr21	17719706	F	23	100.00	0.00
chr21.17719674	chr21	17719674	F	23	100.00	0.00
chr21.17719743	chr21	17719743	R	26	100.00	0.00
chr21.17731701	chr21	17731701	F	14	100.00	0.00
chr21.17731709	chr21	17731709	F	14	92.86	7.14
chr21.17731698	chr21	17731698	F	14	100.00	0.00
chr21.17733176	chr21	17733176	R	12	100.00	0.00
chr21.17745007	chr21	17745007	F	15	80.00	20.00
chr21.17744966	chr21	17744966	F	16	100.00	0.00
chr21.17745005	chr21	17745005	F	15	100.00	0.00
chr21.17744967	chr21	17744967	R	16	81.25	18.75
chr21.17744957	chr21	17744957	R	16	12.50	87.50
chr21.17751567	chr21	17751567	F	16	87.50	12.50
chr21.17751538	chr21	17751538	F	17	100.00	0.00
chr21.17751629	chr21	17751629	F	22	100.00	0.00
chr21.17751640	chr21	17751640	F	22	86.36	13.64
chr21.17756060	chr21	17756060	F	11	54.55	45.45
chr21.17756030	chr21	17756030	F	11	100.00	0.00
chr21.17756211	chr21	17756211	R	11	81.82	18.18
chr21.17756227	chr21	17756227	R	11	100.00	0.00
chr21.17757042	chr21	17757042	F	42	85.71	14.29
chr21.17757083	chr21	17757083	F	42	90.48	9.52
chr21.17757058	chr21	17757058	F	41	85.37	14.63
chr21.17757048	chr21	17757048	F	42	90.48	9.52
chr21.17757091	chr21	17757091	F	36	100.00	0.00
chr21.17757046	chr21	17757046	F	42	90.48	9.52
chr21.17763252	chr21	17763252	F	11	100.00	0.00
chr21.17764910	chr21	17764910	F	10	100.00	0.00
chr21.17764900	chr21	17764900	F	11	100.00	0.00
chr21.17764941	chr21	17764941	F	10	100.00	0.00
chr21.17771970	chr21	17771970	F	16	100.00	0.00
chr21.17772015	chr21	17772015	F	15	100.00	0.00
chr21.17771990	chr21	17771990	F	16	75.00	25.00
chr21.17772004	chr21	17772004	F	14	85.71	14.29
chr21.17779401	chr21	17779401	F	46	100.00	0.00
chr21.17779441	chr21	17779441	F	41	100.00	0.00
chr21.17779430	chr21	17779430	F	45	100.00	0.00
chr21.17788729	chr21	17788729	F	13	100.00	0.00
chr21.17788699	chr21	17788699	F	13	84.62	15.38
chr21.17803059	chr21	17803059	R	18	94.44	5.56
chr21.17803088	chr21	17803088	R	18	100.00	0.00
chr21.17804825	chr21	17804825	F	28	100.00	0.00
chr21.17804799	chr21	17804799	F	28	100.00	0.00
chr21.17804826	chr21	17804826	R	14	78.57	21.43
chr21.17804839	chr21	17804839	F	19	100.00	0.00
chr21.17804726	chr21	17804726	R	31	83.87	16.13
chr21.17804827	chr21	17804827	F	28	100.00	0.00
chr21.17804840	chr21	17804840	R	14	100.00	0.00
chr21.17804828	chr21	17804828	R	14	92.86	7.14
chr21.17804800	chr21	17804800	R	14	100.00	0.00
chr21.17807150	chr21	17807150	F	42	0.00	100.00
chr21.17807174	chr21	17807174	F	42	2.38	97.62
chr21.17807121	chr21	17807121	R	10	0.00	100.00
chr21.17807106	chr21	17807106	R	10	0.00	100.00
chr21.17807159	chr21	17807159	F	42	0.00	100.00
chr21.17807161	chr21	17807161	F	42	0.00	100.00
chr21.17807178	chr21	17807178	F	40	0.00	100.00
chr21.17807197	chr21	17807197	F	24	16.67	83.33
chr21.17807108	chr21	17807108	R	10	0.00	100.00
chr21.17807407	chr21	17807407	F	43	0.00	100.00
chr21.17807676	chr21	17807676	F	24	0.00	100.00
chr21.17807530	chr21	17807530	R	35	0.00	100.00
chr21.17807681	chr21	17807681	F	23	0.00	100.00
chr21.17807569	chr21	17807569	F	17	0.00	100.00
chr21.17807821	chr21	17807821	R	31	0.00	100.00
chr21.17807638	chr21	17807638	R	10	0.00	100.00
chr21.17807496	chr21	17807496	R	35	0.00	100.00
chr21.17807583	chr21	17807583	R	29	0.00	100.00
chr21.17807563	chr21	17807563	R	26	0.00	100.00
chr21.17807850	chr21	17807850	R	32	0.00	100.00
chr21.17807545	chr21	17807545	F	24	0.00	100.00
chr21.17807627	chr21	17807627	F	26	0.00	100.00
chr21.17807572	chr21	17807572	R	28	0.00	100.00
chr21.17807418	chr21	17807418	F	43	0.00	100.00
chr21.17807633	chr21	17807633	R	10	0.00	100.00
chr21.17807546	chr21	17807546	R	27	0.00	100.00
chr21.17807629	chr21	17807629	F	24	0.00	100.00
chr21.17807551	chr21	17807551	R	28	0.00	100.00
chr21.17807725	chr21	17807725	F	24	8.33	91.67
chr21.17807574	chr21	17807574	R	29	0.00	100.00
chr21.17807529	chr21	17807529	F	24	0.00	100.00
chr21.17807491	chr21	17807491	R	35	0.00	100.00
chr21.17807597	chr21	17807597	F	38	0.00	100.00
chr21.17807420	chr21	17807420	F	43	0.00	100.00
chr21.17807600	chr21	17807600	F	36	0.00	100.00
chr21.17807533	chr21	17807533	F	24	0.00	100.00
chr21.17807550	chr21	17807550	F	24	0.00	100.00
chr21.17807571	chr21	17807571	F	21	0.00	100.00
chr21.17807570	chr21	17807570	R	28	0.00	100.00
chr21.17807588	chr21	17807588	F	39	0.00	100.00
chr21.17807534	chr21	17807534	R	23	0.00	100.00
chr21.17807649	chr21	17807649	R	10	0.00	100.00
chr21.17807442	chr21	17807442	F	24	0.00	100.00
chr21.17807560	chr21	17807560	F	24	0.00	100.00
chr21.17807703	chr21	17807703	F	24	0.00	100.00
chr21.17807401	chr21	17807401	F	43	0.00	100.00
chr21.17807706	chr21	17807706	F	23	0.00	100.00
chr21.17807516	chr21	17807516	R	34	0.00	100.00
chr21.17807801	chr21	17807801	R	30	0.00	100.00
chr21.17807561	chr21	17807561	R	29	0.00	100.00
chr21.17807562	chr21	17807562	F	23	0.00	100.00
chr21.17807623	chr21	17807623	F	34	11.76	88.24
chr21.17807573	chr21	17807573	F	18	0.00	100.00
chr21.17807582	chr21	17807582	F	39	0.00	100.00
chr21.17807411	chr21	17807411	F	43	0.00	100.00
chr21.17807677	chr21	17807677	R	10	0.00	100.00
chr21.17807488	chr21	17807488	R	34	0.00	100.00
chr21.17807630	chr21	17807630	R	10	0.00	100.00
chr21.17809554	chr21	17809554	F	25	96.00	4.00
chr21.17809723	chr21	17809723	R	16	100.00	0.00
chr21.17809596	chr21	17809596	F	25	100.00	0.00
chr21.17809912	chr21	17809912	R	19	100.00	0.00
chr21.17809874	chr21	17809874	R	19	84.21	15.79
chr21.17809920	chr21	17809920	R	19	100.00	0.00
chr21.17823104	chr21	17823104	R	13	100.00	0.00
chr21.17823128	chr21	17823128	R	14	100.00	0.00
chr21.17823602	chr21	17823602	F	21	95.24	4.76
chr21.17828388	chr21	17828388	F	16	68.75	31.25
chr21.17828400	chr21	17828400	R	22	100.00	0.00
chr21.17828399	chr21	17828399	F	16	87.50	12.50
chr21.17828447	chr21	17828447	R	25	100.00	0.00
chr21.17832352	chr21	17832352	R	18	100.00	0.00
chr21.17832348	chr21	17832348	R	18	100.00	0.00
chr21.17832330	chr21	17832330	R	18	88.89	11.11
chr21.17874573	chr21	17874573	F	40	100.00	0.00
chr21.17874591	chr21	17874591	F	40	75.00	25.00
chr21.17874557	chr21	17874557	F	40	100.00	0.00
chr21.17898358	chr21	17898358	F	26	100.00	0.00
chr21.17898384	chr21	17898384	F	25	96.00	4.00
chr21.17898354	chr21	17898354	F	26	92.31	7.69
chr21.17898370	chr21	17898370	F	26	100.00	0.00
chr21.17898402	chr21	17898402	F	24	100.00	0.00
chr21.17898491	chr21	17898491	R	40	100.00	0.00
chr21.17906165	chr21	17906165	F	26	0.00	100.00
chr21.17906168	chr21	17906168	F	26	0.00	100.00
chr21.17906151	chr21	17906151	F	26	0.00	100.00
chr21.17906156	chr21	17906156	F	26	0.00	100.00
chr21.17907226	chr21	17907226	R	11	0.00	100.00
chr21.17907318	chr21	17907318	R	22	0.00	100.00
chr21.17906946	chr21	17906946	F	23	0.00	100.00
chr21.17906439	chr21	17906439	R	12	0.00	100.00
chr21.17907358	chr21	17907358	F	10	0.00	100.00
chr21.17907558	chr21	17907558	F	13	0.00	100.00
chr21.17907016	chr21	17907016	F	58	0.00	100.00
chr21.17907039	chr21	17907039	F	56	0.00	100.00
chr21.17907349	chr21	17907349	R	25	0.00	100.00
chr21.17907011	chr21	17907011	F	59	0.00	100.00
chr21.17907170	chr21	17907170	F	29	0.00	100.00
chr21.17907186	chr21	17907186	R	19	0.00	100.00
chr21.17907189	chr21	17907189	F	25	0.00	100.00
chr21.17907325	chr21	17907325	R	24	0.00	100.00
chr21.17907087	chr21	17907087	R	38	0.00	100.00
chr21.17906498	chr21	17906498	F	33	0.00	100.00
chr21.17907254	chr21	17907254	F	12	0.00	100.00
chr21.17907513	chr21	17907513	R	78	33.33	66.67
chr21.17906853	chr21	17906853	R	12	0.00	100.00
chr21.17907095	chr21	17907095	R	38	0.00	100.00
chr21.17907333	chr21	17907333	R	25	0.00	100.00
chr21.17906490	chr21	17906490	F	33	0.00	100.00
chr21.17907131	chr21	17907131	R	38	0.00	100.00
chr21.17906619	chr21	17906619	F	49	0.00	100.00
chr21.17907402	chr21	17907402	F	28	0.00	100.00
chr21.17906775	chr21	17906775	F	22	0.00	100.00
chr21.17907408	chr21	17907408	F	27	0.00	100.00
chr21.17907398	chr21	17907398	F	27	0.00	100.00
chr21.17907171	chr21	17907171	R	19	0.00	100.00
chr21.17907187	chr21	17907187	F	26	0.00	100.00
chr21.17907180	chr21	17907180	F	29	0.00	100.00
chr21.17906543	chr21	17906543	R	13	0.00	100.00
chr21.17907361	chr21	17907361	F	10	0.00	100.00
chr21.17906996	chr21	17906996	R	18	0.00	100.00
chr21.17906699	chr21	17906699	R	61	0.00	100.00
chr21.17906821	chr21	17906821	F	12	0.00	100.00
chr21.17907258	chr21	17907258	F	12	0.00	100.00
chr21.17906783	chr21	17906783	F	13	0.00	100.00
chr21.17906995	chr21	17906995	F	14	0.00	100.00
chr21.17906971	chr21	17906971	R	18	0.00	100.00
chr21.17906353	chr21	17906353	F	10	20.00	80.00
chr21.17907539	chr21	17907539	F	13	0.00	100.00
chr21.17907012	chr21	17907012	R	18	0.00	100.00
chr21.17907126	chr21	17907126	R	39	0.00	100.00
chr21.17907181	chr21	17907181	R	19	0.00	100.00
chr21.17907315	chr21	17907315	R	22	0.00	100.00
chr21.17907169	chr21	17907169	R	19	0.00	100.00
chr21.17907027	chr21	17907027	F	59	0.00	100.00
chr21.17907387	chr21	17907387	F	28	7.14	92.86
chr21.17907008	chr21	17907008	R	18	0.00	100.00
chr21.17907168	chr21	17907168	F	28	0.00	100.00
chr21.17906607	chr21	17906607	F	50	0.00	100.00
chr21.17907154	chr21	17907154	F	29	3.45	96.55
chr21.17907032	chr21	17907032	F	59	0.00	100.00
chr21.17907564	chr21	17907564	F	13	0.00	100.00
chr21.17906688	chr21	17906688	R	58	0.00	100.00
chr21.17906589	chr21	17906589	F	51	0.00	100.00
chr21.17907001	chr21	17907001	R	18	0.00	100.00
chr21.17906573	chr21	17906573	R	13	0.00	100.00
chr21.17907190	chr21	17907190	R	19	0.00	100.00
chr21.17906496	chr21	17906496	F	33	0.00	100.00
chr21.17906962	chr21	17906962	F	23	0.00	100.00
chr21.17906977	chr21	17906977	R	17	0.00	100.00
chr21.17906571	chr21	17906571	R	13	0.00	100.00
chr21.17906701	chr21	17906701	R	64	0.00	100.00
chr21.17907244	chr21	17907244	F	12	0.00	100.00
chr21.17907051	chr21	17907051	F	59	0.00	100.00
chr21.17907224	chr21	17907224	R	10	0.00	100.00
chr21.17907207	chr21	17907207	R	19	0.00	100.00
chr21.17907540	chr21	17907540	R	78	14.10	85.90
chr21.17907425	chr21	17907425	F	26	0.00	100.00
chr21.17906970	chr21	17906970	F	23	0.00	100.00
chr21.17906430	chr21	17906430	R	12	0.00	100.00
chr21.17906978	chr21	17906978	F	23	0.00	100.00
chr21.17907175	chr21	17907175	R	19	0.00	100.00
chr21.17906537	chr21	17906537	F	33	0.00	100.00
chr21.17906456	chr21	17906456	R	12	0.00	100.00
chr21.17907276	chr21	17907276	F	12	0.00	100.00
chr21.17907320	chr21	17907320	R	25	0.00	100.00
chr21.17907113	chr21	17907113	R	38	0.00	100.00
chr21.17907505	chr21	17907505	R	76	44.74	55.26
chr21.17907567	chr21	17907567	F	13	0.00	100.00
chr21.17907124	chr21	17907124	R	39	0.00	100.00
chr21.17907414	chr21	17907414	F	27	7.41	92.59
chr21.17906420	chr21	17906420	R	12	0.00	100.00
chr21.17907201	chr21	17907201	R	19	0.00	100.00
chr21.17907312	chr21	17907312	R	20	0.00	100.00
chr21.17906447	chr21	17906447	R	12	0.00	100.00
chr21.17906818	chr21	17906818	F	10	0.00	100.00
chr21.17907035	chr21	17907035	F	59	0.00	100.00
chr21.17906976	chr21	17906976	F	25	0.00	100.00
chr21.17906706	chr21	17906706	R	65	0.00	100.00
chr21.17906722	chr21	17906722	R	64	0.00	100.00
chr21.17906729	chr21	17906729	F	11	0.00	100.00
chr21.17907014	chr21	17907014	F	58	0.00	100.00
chr21.17907213	chr21	17907213	R	11	0.00	100.00
chr21.17907306	chr21	17907306	R	16	0.00	100.00
chr21.17906838	chr21	17906838	R	14	0.00	100.00
chr21.17906595	chr21	17906595	F	50	0.00	100.00
chr21.17907029	chr21	17907029	F	58	0.00	100.00
chr21.17907348	chr21	17907348	F	10	0.00	100.00
chr21.17906605	chr21	17906605	F	51	0.00	100.00
chr21.17907423	chr21	17907423	F	26	0.00	100.00
