chrBase	chr	base	strand	coverage	freqC	freqT
chr21.17948060	chr21	17948060	R	11	36.36	63.64
chr21.17971246	chr21	17971246	F	10	100.00	0.00
chr21.17971244	chr21	17971244	F	10	100.00	0.00
chr21.17971234	chr21	17971234	F	10	90.00	10.00
chr21.17983314	chr21	17983314	F	22	13.64	86.36
chr21.17987670	chr21	17987670	F	14	100.00	0.00
chr21.17987626	chr21	17987626	F	14	100.00	0.00
chr21.17988383	chr21	17988383	F	19	63.16	36.84
chr21.17988405	chr21	17988405	F	18	50.00	50.00
chr21.17988393	chr21	17988393	F	19	73.68	26.32
chr21.18016832	chr21	18016832	F	10	100.00	0.00
chr21.18016826	chr21	18016826	F	10	100.00	0.00
chr21.18039018	chr21	18039018	F	10	80.00	20.00
chr21.18038986	chr21	18038986	F	10	90.00	10.00
chr21.18038990	chr21	18038990	F	10	100.00	0.00
chr21.18038995	chr21	18038995	F	10	100.00	0.00
chr21.18052172	chr21	18052172	R	12	100.00	0.00
chr21.18052040	chr21	18052040	F	12	91.67	8.33
chr21.18051964	chr21	18051964	F	11	100.00	0.00
chr21.18052188	chr21	18052188	R	12	100.00	0.00
chr21.18052003	chr21	18052003	R	11	90.91	9.09
chr21.18052041	chr21	18052041	R	12	91.67	0.00
chr21.18052058	chr21	18052058	F	12	91.67	8.33
chr21.18052002	chr21	18052002	F	12	66.67	33.33
chr21.18052081	chr21	18052081	F	11	90.91	9.09
chr21.18052150	chr21	18052150	R	11	100.00	0.00
chr21.18052194	chr21	18052194	R	12	100.00	0.00
chr21.18073378	chr21	18073378	R	10	80.00	20.00
chr21.18113863	chr21	18113863	R	15	0.00	100.00
chr21.18113706	chr21	18113706	F	12	0.00	100.00
chr21.18113625	chr21	18113625	R	10	0.00	100.00
chr21.18113624	chr21	18113624	F	11	0.00	100.00
chr21.18113689	chr21	18113689	F	12	0.00	100.00
chr21.18113532	chr21	18113532	R	17	0.00	100.00
chr21.18113320	chr21	18113320	F	15	0.00	100.00
chr21.18113048	chr21	18113048	R	13	0.00	100.00
chr21.18113751	chr21	18113751	R	16	0.00	100.00
chr21.18113707	chr21	18113707	R	16	0.00	100.00
chr21.18113714	chr21	18113714	F	12	0.00	100.00
chr21.18113300	chr21	18113300	F	14	0.00	100.00
chr21.18113334	chr21	18113334	F	17	0.00	100.00
chr21.18113314	chr21	18113314	F	15	0.00	100.00
chr21.18113638	chr21	18113638	F	11	0.00	100.00
chr21.18113336	chr21	18113336	F	17	0.00	100.00
chr21.18113665	chr21	18113665	F	12	0.00	100.00
chr21.18113738	chr21	18113738	R	16	0.00	100.00
chr21.18113704	chr21	18113704	R	16	0.00	100.00
chr21.18113523	chr21	18113523	R	17	0.00	100.00
chr21.18113644	chr21	18113644	F	11	0.00	100.00
chr21.18113293	chr21	18113293	F	14	0.00	100.00
chr21.18113515	chr21	18113515	R	16	0.00	100.00
chr21.18113643	chr21	18113643	R	10	0.00	100.00
chr21.18113823	chr21	18113823	R	17	0.00	100.00
chr21.18113554	chr21	18113554	R	22	0.00	100.00
chr21.18113602	chr21	18113602	F	17	0.00	100.00
chr21.18113700	chr21	18113700	F	12	0.00	100.00
chr21.18113312	chr21	18113312	F	15	0.00	100.00
chr21.18113659	chr21	18113659	R	10	0.00	100.00
chr21.18113642	chr21	18113642	F	11	0.00	100.00
chr21.18113031	chr21	18113031	R	13	0.00	100.00
chr21.18113016	chr21	18113016	R	14	0.00	100.00
chr21.18113006	chr21	18113006	R	14	0.00	100.00
chr21.18113316	chr21	18113316	F	15	0.00	100.00
chr21.18113040	chr21	18113040	R	13	0.00	100.00
chr21.18113527	chr21	18113527	R	17	0.00	100.00
chr21.18113613	chr21	18113613	F	11	0.00	100.00
chr21.18113518	chr21	18113518	R	16	0.00	100.00
chr21.18113303	chr21	18113303	F	14	0.00	100.00
chr21.18113681	chr21	18113681	F	12	0.00	100.00
chr21.18113657	chr21	18113657	R	10	0.00	100.00
chr21.18113666	chr21	18113666	R	10	0.00	100.00
chr21.18113663	chr21	18113663	R	10	0.00	100.00
chr21.18113715	chr21	18113715	R	16	0.00	100.00
chr21.18113703	chr21	18113703	F	12	0.00	100.00
chr21.18113002	chr21	18113002	R	14	0.00	100.00
chr21.18113817	chr21	18113817	R	18	0.00	100.00
chr21.18113013	chr21	18113013	R	14	0.00	100.00
chr21.18113639	chr21	18113639	R	10	0.00	100.00
chr21.18113645	chr21	18113645	R	10	0.00	100.00
chr21.18113720	chr21	18113720	R	16	0.00	100.00
chr21.18127776	chr21	18127776	F	10	100.00	0.00
chr21.18178587	chr21	18178587	R	11	100.00	0.00
chr21.18178579	chr21	18178579	R	10	70.00	30.00
chr21.18178575	chr21	18178575	R	11	100.00	0.00
chr21.18178591	chr21	18178591	R	11	100.00	0.00
chr21.18178551	chr21	18178551	R	11	100.00	0.00
chr21.18178720	chr21	18178720	R	10	20.00	80.00
chr21.18178730	chr21	18178730	R	11	18.18	81.82
chr21.18178722	chr21	18178722	R	10	20.00	80.00
chr21.18201918	chr21	18201918	R	13	100.00	0.00
chr21.18201866	chr21	18201866	F	11	100.00	0.00
chr21.18201957	chr21	18201957	R	13	76.92	23.08
chr21.18201818	chr21	18201818	F	10	100.00	0.00
chr21.18272329	chr21	18272329	F	10	80.00	20.00
chr21.18272349	chr21	18272349	F	10	100.00	0.00
chr21.18272337	chr21	18272337	F	10	100.00	0.00
chr21.18272326	chr21	18272326	F	10	100.00	0.00
chr21.18292976	chr21	18292976	R	16	93.75	6.25
chr21.18293132	chr21	18293132	R	10	100.00	0.00
chr21.18365459	chr21	18365459	F	21	100.00	0.00
chr21.18491657	chr21	18491657	F	13	100.00	0.00
chr21.18491729	chr21	18491729	R	12	100.00	0.00
chr21.18491661	chr21	18491661	F	13	92.31	7.69
chr21.18496282	chr21	18496282	R	14	100.00	0.00
chr21.18496245	chr21	18496245	R	13	100.00	0.00
chr21.18496285	chr21	18496285	R	14	100.00	0.00
chr21.18496289	chr21	18496289	R	14	100.00	0.00
chr21.18498731	chr21	18498731	R	17	100.00	0.00
chr21.18512927	chr21	18512927	F	13	100.00	0.00
chr21.18539010	chr21	18539010	R	19	26.32	73.68
chr21.18539970	chr21	18539970	R	13	0.00	100.00
chr21.18539290	chr21	18539290	F	15	6.67	93.33
chr21.18539565	chr21	18539565	R	21	0.00	100.00
chr21.18539276	chr21	18539276	F	15	6.67	93.33
chr21.18539249	chr21	18539249	F	14	0.00	100.00
chr21.18539801	chr21	18539801	R	12	0.00	100.00
chr21.18539547	chr21	18539547	R	21	0.00	100.00
chr21.18539976	chr21	18539976	R	13	0.00	100.00
chr21.18539294	chr21	18539294	F	15	6.67	93.33
chr21.18539220	chr21	18539220	R	17	0.00	100.00
chr21.18538998	chr21	18538998	F	16	0.00	100.00
chr21.18539838	chr21	18539838	F	13	0.00	100.00
chr21.18539540	chr21	18539540	R	21	0.00	100.00
chr21.18539233	chr21	18539233	R	17	0.00	100.00
chr21.18539222	chr21	18539222	R	17	0.00	100.00
chr21.18539231	chr21	18539231	R	17	11.76	88.24
chr21.18539545	chr21	18539545	R	21	0.00	100.00
chr21.18539208	chr21	18539208	R	17	0.00	100.00
chr21.18539805	chr21	18539805	R	12	0.00	100.00
chr21.18539297	chr21	18539297	F	13	0.00	100.00
chr21.18539053	chr21	18539053	R	21	0.00	100.00
chr21.18539009	chr21	18539009	F	16	0.00	100.00
chr21.18539264	chr21	18539264	F	14	0.00	100.00
chr21.18539016	chr21	18539016	F	15	0.00	100.00
chr21.18538978	chr21	18538978	F	16	0.00	100.00
chr21.18539960	chr21	18539960	R	15	0.00	100.00
chr21.18539253	chr21	18539253	F	14	0.00	100.00
chr21.18539933	chr21	18539933	R	15	0.00	100.00
chr21.18539266	chr21	18539266	F	14	0.00	100.00
chr21.18539804	chr21	18539804	F	13	0.00	100.00
chr21.18539580	chr21	18539580	R	21	0.00	100.00
chr21.18539017	chr21	18539017	R	21	0.00	100.00
chr21.18539569	chr21	18539569	R	21	0.00	100.00
chr21.18539550	chr21	18539550	R	21	0.00	100.00
chr21.18539250	chr21	18539250	R	17	0.00	100.00
chr21.18538983	chr21	18538983	F	16	0.00	100.00
chr21.18538970	chr21	18538970	F	16	0.00	100.00
chr21.18539048	chr21	18539048	R	21	0.00	100.00
chr21.18539218	chr21	18539218	R	17	0.00	100.00
chr21.18539240	chr21	18539240	R	17	0.00	100.00
chr21.18539259	chr21	18539259	F	14	0.00	100.00
chr21.18576145	chr21	18576145	F	26	80.77	19.23
chr21.18576141	chr21	18576141	F	27	100.00	0.00
chr21.18576178	chr21	18576178	F	23	86.96	13.04
chr21.18576157	chr21	18576157	F	24	95.83	4.17
chr21.18578901	chr21	18578901	F	13	100.00	0.00
chr21.18578884	chr21	18578884	F	12	83.33	16.67
chr21.18582975	chr21	18582975	F	15	100.00	0.00
chr21.18582970	chr21	18582970	F	15	100.00	0.00
chr21.18615698	chr21	18615698	R	18	94.44	5.56
chr21.18738234	chr21	18738234	R	12	0.00	100.00
chr21.18738035	chr21	18738035	F	12	0.00	100.00
chr21.18737988	chr21	18737988	F	12	0.00	100.00
chr21.18958033	chr21	18958033	R	19	100.00	0.00
chr21.19059419	chr21	19059419	R	15	100.00	0.00
chr21.19095152	chr21	19095152	F	12	100.00	0.00
chr21.19095158	chr21	19095158	F	11	100.00	0.00
chr21.19095182	chr21	19095182	F	12	83.33	16.67
chr21.19228600	chr21	19228600	F	12	100.00	0.00
chr21.19280741	chr21	19280741	F	11	90.91	9.09
chr21.19390694	chr21	19390694	R	25	100.00	0.00
chr21.19390691	chr21	19390691	R	25	96.00	4.00
chr21.19441941	chr21	19441941	F	10	100.00	0.00
chr21.19477902	chr21	19477902	F	13	100.00	0.00
chr21.19477950	chr21	19477950	F	13	100.00	0.00
chr21.19539511	chr21	19539511	R	21	100.00	0.00
chr21.19539528	chr21	19539528	R	21	100.00	0.00
chr21.19539486	chr21	19539486	R	23	100.00	0.00
chr21.19579289	chr21	19579289	F	12	100.00	0.00
chr21.19599501	chr21	19599501	F	10	100.00	0.00
chr21.19599600	chr21	19599600	R	12	100.00	0.00
chr21.19626227	chr21	19626227	R	23	100.00	0.00
chr21.19626384	chr21	19626384	R	24	95.83	4.17
chr21.19739521	chr21	19739521	R	11	81.82	18.18
chr21.19739452	chr21	19739452	F	16	87.50	12.50
chr21.19788122	chr21	19788122	R	17	100.00	0.00
chr21.19788089	chr21	19788089	R	17	100.00	0.00
chr21.19788073	chr21	19788073	R	17	76.47	23.53
chr21.19788113	chr21	19788113	R	17	100.00	0.00
chr21.19788076	chr21	19788076	R	17	100.00	0.00
chr21.19788117	chr21	19788117	R	17	100.00	0.00
chr21.19788093	chr21	19788093	R	16	100.00	0.00
chr21.19855690	chr21	19855690	F	12	100.00	0.00
chr21.19855711	chr21	19855711	F	12	100.00	0.00
chr21.19855706	chr21	19855706	F	12	91.67	8.33
chr21.19886045	chr21	19886045	R	12	66.67	33.33
chr21.19886061	chr21	19886061	R	12	91.67	8.33
chr21.19885992	chr21	19885992	F	21	100.00	0.00
chr21.19943695	chr21	19943695	F	27	88.89	11.11
chr21.19943653	chr21	19943653	F	24	91.67	8.33
chr21.19992941	chr21	19992941	F	10	0.00	100.00
